0.280	1
0.750	2
1.190	3
1.630	4
2.030	1
2.450	2
2.890	3
3.340	4
3.790	1
4.250	2
4.680	3
5.140	4
5.580	1
6.020	2
6.450	3
6.900	4
7.340	1
7.790	2
8.230	3
8.680	4
9.120	1
9.570	2
10.020	3
10.470	4
10.910	1
11.360	2
11.790	3
12.260	4
12.700	1
13.160	2
13.610	3
14.050	4
14.500	1
14.940	2
15.390	3
15.840	4
16.290	1
